title,url,price,location,beds,baths,type,posted,agent,featured,posted_days,district,municipality,bhk_from_title,type_from_title,semi_furnished,fully_furnished,brand_new,private_gate
"1BHK Flat Rent in Banasthali, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-430/,21500,"Banasthali, Kathmandu-16, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 20356, Nepal",1,1,flat,47 days ago,NPB-Rent-Synthetic,False,47,Kathmandu,Kathmandu,1,flat,0,0,0,0
"4BHK Flat Rent in Buddhanilkantha Bus Stop, Golfutar Main Road, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-431/,47500,"Buddhanilkantha Bus Stop, Golfutar Main Road, Budhanilkantha-03, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagamati Province, 22644, Nepal",4,1,flat,30 days ago,NPB-Rent-Synthetic,True,30,Kathmandu,Golfutar Main Road,4,flat,0,0,1,0
"1BHK Flat Rent in Banasthali, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-432/,10500,"Banasthali, Kathmandu-16, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 20356, Nepal",1,2,flat,15 days ago,NPB-Rent-Synthetic,False,15,Kathmandu,Kathmandu,1,flat,0,0,1,0
"4BHK Flat Rent in Balkot, Balkot-Biruwa Road, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-433/,45000,"Balkot, Balkot-Biruwa Road, Suryabinayak-02, Sirutar, Suryabinayak Municipality, Bhaktapur, Bagamati Province, 44708, Nepal",4,1,flat,56 days ago,NPB-Rent-Synthetic,True,56,Bhaktapur,Balkot-Biruwa Road,4,flat,0,0,1,0
"4BHK Flat Rent in Dhungedhara, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-434/,46000,"Dhungedhara, Kathmandu-16, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 20356, Nepal",4,1,flat,20 days ago,NPB-Rent-Synthetic,False,20,Kathmandu,Kathmandu,4,flat,1,0,1,0
"2BHK Flat Rent in Chabahil Futsal, Saraswati Nagar Marga, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-435/,27000,"Chabahil Futsal, Saraswati Nagar Marga, Saraswati Nagar, Baudha, Kathmandu-07, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Province, 44602, Nepal",2,2,flat,50 days ago,NPB-Rent-Synthetic,False,50,Kathmandu,Saraswati Nagar Marga,2,flat,0,0,0,0
"1BHK Flat Rent in Bagdol, Basnetgaun, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-436/,8000,"Bagdol, Basnetgaun, Lalitpur-04, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 40000, Nepal",1,1,flat,37 days ago,NPB-Rent-Synthetic,False,37,Lalitpur,Basnetgaun,1,flat,0,0,0,0
"3BHK Flat Rent in Dhapakhel, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-437/,42000,"Dhapakhel, Lalitpur-24, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagmati Province, 41700, Nepal",3,2,flat,6 days ago,NPB-Rent-Synthetic,True,6,Lalitpur,Lalitpur,3,flat,0,0,0,1
"2BHK Flat Rent in Lazimpat, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-438/,35000,"Lazimpat, Kathmandu-02, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Province, 14600, Nepal",2,2,flat,4 days ago,NPB-Rent-Synthetic,False,4,Kathmandu,Kathmandu,2,flat,1,0,0,0
"2BHK Flat Rent in Patan, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-439/,36000,"Patan, Lalitpur-16, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 44707, Nepal",2,1,flat,50 days ago,NPB-Rent-Synthetic,False,50,Lalitpur,Lalitpur,2,flat,0,0,0,0
"3BHK Flat Rent in Purano Thimi- Naya Thimi, Inaya Tole, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-440/,40500,"Purano Thimi- Naya Thimi, Inaya Tole, Madhyapur Thimi-05, Inaya Tole, Madhyapur Thimi Municipality, Bhaktapur, Bagamati Province, 44811, Nepal",3,1,flat,42 days ago,NPB-Rent-Synthetic,True,42,Bhaktapur,Inaya Tole,3,flat,0,0,0,0
"3BHK Commercial Rent in Budhanilkantha, budhalinkantha main road, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-441/,36500,"Budhanilkantha, budhalinkantha main road, Budhanilkantha-03, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagamati Province, 22644, Nepal",3,1,commercial,38 days ago,NPB-Rent-Synthetic,False,38,Kathmandu,budhalinkantha main road,3,commercial,1,0,0,0
"2BHK Flat Rent in Chabahil Futsal, Saraswati Nagar Marga, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-442/,19500,"Chabahil Futsal, Saraswati Nagar Marga, Saraswati Nagar, Baudha, Kathmandu-07, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Province, 44602, Nepal",2,1,flat,56 days ago,NPB-Rent-Synthetic,False,56,Kathmandu,Saraswati Nagar Marga,2,flat,0,1,0,0
"1BHK Flat Rent in Purano Thimi- Naya Thimi, Inaya Tole, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-443/,16000,"Purano Thimi- Naya Thimi, Inaya Tole, Madhyapur Thimi-05, Inaya Tole, Madhyapur Thimi Municipality, Bhaktapur, Bagamati Province, 44811, Nepal",1,2,flat,34 days ago,NPB-Rent-Synthetic,False,34,Bhaktapur,Inaya Tole,1,flat,1,0,0,0
"2BHK Flat Rent in Bagdol, Basnetgaun, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-444/,23000,"Bagdol, Basnetgaun, Lalitpur-04, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 40000, Nepal",2,2,flat,28 days ago,NPB-Rent-Synthetic,True,28,Lalitpur,Basnetgaun,2,flat,1,0,0,0
"1BHK Room Rent in Purano Thimi- Naya Thimi, Inaya Tole, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-445/,8000,"Purano Thimi- Naya Thimi, Inaya Tole, Madhyapur Thimi-05, Inaya Tole, Madhyapur Thimi Municipality, Bhaktapur, Bagamati Province, 44811, Nepal",1,1,room,13 days ago,NPB-Rent-Synthetic,True,13,Bhaktapur,Inaya Tole,1,room,0,0,0,0
"1BHK Flat Rent in Sankhamul Marg, Shankhamul Chok, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-446/,22500,"Sankhamul Marg, Shankhamul Chok, Buddhnagar, Kathmandu-10, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 44617, Nepal",1,1,flat,15 days ago,NPB-Rent-Synthetic,False,15,Kathmandu,Shankhamul Chok,1,flat,0,0,0,1
"1BHK Flat Rent in Kupondole, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-447/,27000,"Kupondole, Lalitpur-10, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 00779, Nepal",1,2,flat,4 days ago,NPB-Rent-Synthetic,False,4,Lalitpur,Lalitpur,1,flat,1,0,0,0
"4BHK Flat Rent in Chabahil Futsal, Saraswati Nagar Marga, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-448/,62500,"Chabahil Futsal, Saraswati Nagar Marga, Saraswati Nagar, Baudha, Kathmandu-07, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Province, 44602, Nepal",4,1,flat,59 days ago,NPB-Rent-Synthetic,False,59,Kathmandu,Saraswati Nagar Marga,4,flat,0,0,0,1
"1BHK Room Rent in Jhamsikhel, Dhobighat, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-449/,11000,"Jhamsikhel, Dhobighat, Lalitpur-03, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagmati Province, 44690, Nepal",1,1,room,10 days ago,NPB-Rent-Synthetic,False,10,Lalitpur,Dhobighat,1,room,0,0,0,0
"2BHK Flat Rent in Sankhamul Marg, Shankhamul Chok, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-450/,26500,"Sankhamul Marg, Shankhamul Chok, Buddhnagar, Kathmandu-10, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 44617, Nepal",2,2,flat,49 days ago,NPB-Rent-Synthetic,True,49,Kathmandu,Shankhamul Chok,2,flat,0,0,0,0
"4BHK Flat Rent in Chabahil Futsal, Saraswati Nagar Marga, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-451/,52000,"Chabahil Futsal, Saraswati Nagar Marga, Saraswati Nagar, Baudha, Kathmandu-07, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Province, 44602, Nepal",4,1,flat,31 days ago,NPB-Rent-Synthetic,True,31,Kathmandu,Saraswati Nagar Marga,4,flat,0,0,0,0
"1BHK Commercial Rent in Banasthali, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-452/,64500,"Banasthali, Kathmandu-16, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 20356, Nepal",1,2,commercial,37 days ago,NPB-Rent-Synthetic,True,37,Kathmandu,Kathmandu,1,commercial,1,0,0,0
"1BHK Commercial Rent in Baneshwor Banquet, Saraswati Marg, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-453/,75500,"Baneshwor Banquet, Saraswati Marg, Thapa Gaun, Buddha Nagar, Kathmandu-10, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 44617, Nepal",1,1,commercial,48 days ago,NPB-Rent-Synthetic,True,48,Kathmandu,Saraswati Marg,1,commercial,1,0,0,1
"1BHK Commercial Rent in Jhamsikhel, Dhobighat, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-454/,52000,"Jhamsikhel, Dhobighat, Lalitpur-03, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagmati Province, 44690, Nepal",1,1,commercial,41 days ago,NPB-Rent-Synthetic,False,41,Lalitpur,Dhobighat,1,commercial,0,1,0,0
"2BHK Flat Rent in Bagdol, Basnetgaun, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-455/,30500,"Bagdol, Basnetgaun, Lalitpur-04, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 40000, Nepal",2,1,flat,40 days ago,NPB-Rent-Synthetic,False,40,Lalitpur,Basnetgaun,2,flat,0,0,0,0
"1BHK Flat Rent in Patan, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-456/,23000,"Patan, Lalitpur-16, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 44707, Nepal",1,2,flat,4 days ago,NPB-Rent-Synthetic,False,4,Lalitpur,Lalitpur,1,flat,0,0,0,1
"4BHK Flat Rent in Banasthali, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-457/,47000,"Banasthali, Kathmandu-16, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 20356, Nepal",4,1,flat,20 days ago,NPB-Rent-Synthetic,True,20,Kathmandu,Kathmandu,4,flat,1,0,0,0
"1BHK Flat Rent in Banasthali, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-458/,8000,"Banasthali, Kathmandu-16, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 20356, Nepal",1,1,flat,7 days ago,NPB-Rent-Synthetic,False,7,Kathmandu,Kathmandu,1,flat,0,0,0,0
"2BHK Flat Rent in Bagdol, Basnetgaun, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-459/,28000,"Bagdol, Basnetgaun, Lalitpur-04, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 40000, Nepal",2,2,flat,58 days ago,NPB-Rent-Synthetic,False,58,Lalitpur,Basnetgaun,2,flat,1,0,0,0
"1BHK Room Rent in Ghattekulo, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-460/,11000,"Ghattekulo, Kathmandu-29, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 00446, Nepal",1,1,room,9 days ago,NPB-Rent-Synthetic,False,9,Kathmandu,Kathmandu,1,room,0,0,0,0
"1BHK Flat Rent in Lazimpat, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-461/,12500,"Lazimpat, Kathmandu-02, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Province, 14600, Nepal",1,1,flat,33 days ago,NPB-Rent-Synthetic,True,33,Kathmandu,Kathmandu,1,flat,0,0,0,0
"2BHK Flat Rent in Lubhu, Mahalaxmi, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-462/,31000,"Lubhu, Mahalaxmi-08, Mahalaxmi, Mahalaxmi Municipality, Lalitpur, Bagamati Province, 44708, Nepal",2,1,flat,41 days ago,NPB-Rent-Synthetic,True,41,Lalitpur,Mahalaxmi,2,flat,0,0,0,0
"1BHK Room Rent in Dhapakhel, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-463/,7500,"Dhapakhel, Lalitpur-24, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagmati Province, 41700, Nepal",1,1,room,52 days ago,NPB-Rent-Synthetic,False,52,Lalitpur,Lalitpur,1,room,0,0,0,0
"3BHK Flat Rent in Micro bus station, Araniko Highway, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-464/,36500,"Micro bus station, Araniko Highway, Balkumari, Madhyapur Thimi-04, Madhyapur Thimi, Madhyapur Thimi Municipality, Bhaktapur, Bagamati Province, 44811, Nepal",3,1,flat,1 days ago,NPB-Rent-Synthetic,True,1,Bhaktapur,Araniko Highway,3,flat,1,0,1,1
"2BHK Flat Rent in Mahankal, Mahankal Road, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-465/,38500,"Mahankal, Mahankal Road, Pani Tanki, Baudha, Kathmandu-06, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 44602, Nepal",2,1,flat,30 days ago,NPB-Rent-Synthetic,False,30,Kathmandu,Mahankal Road,2,flat,1,0,1,0
"2BHK Flat Rent in Dhungedhara, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-466/,32500,"Dhungedhara, Kathmandu-16, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 20356, Nepal",2,1,flat,52 days ago,NPB-Rent-Synthetic,False,52,Kathmandu,Kathmandu,2,flat,0,1,1,0
"1BHK Flat Rent in Patan, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-467/,9000,"Patan, Lalitpur-16, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 44707, Nepal",1,2,flat,11 days ago,NPB-Rent-Synthetic,True,11,Lalitpur,Lalitpur,1,flat,0,0,0,0
"3BHK Flat Rent in Chunikhel, Budhanilkantha, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-468/,44000,"Chunikhel, Budhanilkantha-13, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagmati Province, Nepal",3,1,flat,47 days ago,NPB-Rent-Synthetic,True,47,Kathmandu,Budhanilkantha,3,flat,1,0,0,0
"2BHK Flat Rent in Tokha, Tokha, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-469/,34000,"Tokha, Tokha Municipality, Kathmandu, Bagamati Province, 44606, Nepal",2,1,flat,15 days ago,NPB-Rent-Synthetic,False,15,Kathmandu,Tokha,2,flat,0,0,0,0
"1BHK Commercial Rent in Lazimpat, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-470/,63500,"Lazimpat, Kathmandu-02, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Province, 14600, Nepal",1,1,commercial,Today,NPB-Rent-Synthetic,True,0,Kathmandu,Kathmandu,1,commercial,1,0,1,0
"2BHK Commercial Rent in Lazimpat, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-471/,22500,"Lazimpat, Kathmandu-02, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Province, 14600, Nepal",2,1,commercial,6 days ago,NPB-Rent-Synthetic,True,6,Kathmandu,Kathmandu,2,commercial,0,0,0,0
"4BHK Flat Rent in Basantapur Durbar Square, Makkhan Tol, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-472/,58500,"Basantapur Durbar Square, Makkhan Tol, Yetkha, Kathmandu-24, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, Nepal",4,1,flat,36 days ago,NPB-Rent-Synthetic,False,36,Kathmandu,Makkhan Tol,4,flat,1,0,0,0
"1BHK Flat Rent in Bagdol, Basnetgaun, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-473/,16500,"Bagdol, Basnetgaun, Lalitpur-04, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 40000, Nepal",1,2,flat,54 days ago,NPB-Rent-Synthetic,False,54,Lalitpur,Basnetgaun,1,flat,0,0,0,0
"2BHK Flat Rent in Chunikhel, Budhanilkantha, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-474/,35500,"Chunikhel, Budhanilkantha-13, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagmati Province, Nepal",2,1,flat,47 days ago,NPB-Rent-Synthetic,False,47,Kathmandu,Budhanilkantha,2,flat,0,0,0,0
"2BHK Flat Rent in Basantapur Durbar Square, Makkhan Tol, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-475/,39000,"Basantapur Durbar Square, Makkhan Tol, Yetkha, Kathmandu-24, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, Nepal",2,1,flat,26 days ago,NPB-Rent-Synthetic,True,26,Kathmandu,Makkhan Tol,2,flat,0,1,1,0
"4BHK Flat Rent in Purano Thimi- Naya Thimi, Inaya Tole, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-476/,59000,"Purano Thimi- Naya Thimi, Inaya Tole, Madhyapur Thimi-05, Inaya Tole, Madhyapur Thimi Municipality, Bhaktapur, Bagamati Province, 44811, Nepal",4,2,flat,18 days ago,NPB-Rent-Synthetic,False,18,Bhaktapur,Inaya Tole,4,flat,0,0,0,1
"1BHK Room Rent in Tokha, Tokha, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-477/,5500,"Tokha, Tokha Municipality, Kathmandu, Bagamati Province, 44606, Nepal",1,1,room,28 days ago,NPB-Rent-Synthetic,False,28,Kathmandu,Tokha,1,room,0,0,1,0
"4BHK Flat Rent in Kupondole, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-478/,44500,"Kupondole, Lalitpur-10, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 00779, Nepal",4,1,flat,17 days ago,NPB-Rent-Synthetic,True,17,Lalitpur,Lalitpur,4,flat,0,0,0,1
"1BHK Flat Rent in Purano Thimi- Naya Thimi, Inaya Tole, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-479/,10500,"Purano Thimi- Naya Thimi, Inaya Tole, Madhyapur Thimi-05, Inaya Tole, Madhyapur Thimi Municipality, Bhaktapur, Bagamati Province, 44811, Nepal",1,1,flat,30 days ago,NPB-Rent-Synthetic,False,30,Bhaktapur,Inaya Tole,1,flat,0,0,1,0
"2BHK Flat Rent in Dhungedhara, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-480/,33500,"Dhungedhara, Kathmandu-16, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 20356, Nepal",2,2,flat,3 days ago,NPB-Rent-Synthetic,False,3,Kathmandu,Kathmandu,2,flat,0,0,0,0
"2BHK Flat Rent in Mahankal, Mahankal Road, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-481/,22500,"Mahankal, Mahankal Road, Pani Tanki, Baudha, Kathmandu-06, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 44602, Nepal",2,1,flat,46 days ago,NPB-Rent-Synthetic,True,46,Kathmandu,Mahankal Road,2,flat,1,0,0,0
"2BHK Flat Rent in Mahankal, Mahankal Road, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-482/,34500,"Mahankal, Mahankal Road, Pani Tanki, Baudha, Kathmandu-06, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 44602, Nepal",2,1,flat,53 days ago,NPB-Rent-Synthetic,True,53,Kathmandu,Mahankal Road,2,flat,1,0,0,1
"2BHK Flat Rent in Baneshwor Banquet, Saraswati Marg, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-483/,24500,"Baneshwor Banquet, Saraswati Marg, Thapa Gaun, Buddha Nagar, Kathmandu-10, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 44617, Nepal",2,1,flat,50 days ago,NPB-Rent-Synthetic,False,50,Kathmandu,Saraswati Marg,2,flat,0,0,0,0
"2BHK Flat Rent in Jhamsikhel, Dhobighat, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-484/,35500,"Jhamsikhel, Dhobighat, Lalitpur-03, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagmati Province, 44690, Nepal",2,1,flat,35 days ago,NPB-Rent-Synthetic,False,35,Lalitpur,Dhobighat,2,flat,0,0,0,0
"1BHK Flat Rent in Lazimpat, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-485/,15000,"Lazimpat, Kathmandu-02, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Province, 14600, Nepal",1,1,flat,39 days ago,NPB-Rent-Synthetic,True,39,Kathmandu,Kathmandu,1,flat,0,0,0,1
"3BHK Commercial Rent in Purano Thimi- Naya Thimi, Inaya Tole, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-486/,71000,"Purano Thimi- Naya Thimi, Inaya Tole, Madhyapur Thimi-05, Inaya Tole, Madhyapur Thimi Municipality, Bhaktapur, Bagamati Province, 44811, Nepal",3,2,commercial,31 days ago,NPB-Rent-Synthetic,True,31,Bhaktapur,Inaya Tole,3,commercial,0,1,0,0
"2BHK Flat Rent in Chunikhel, Budhanilkantha, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-487/,30500,"Chunikhel, Budhanilkantha-13, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagmati Province, Nepal",2,1,flat,23 days ago,NPB-Rent-Synthetic,True,23,Kathmandu,Budhanilkantha,2,flat,0,0,0,0
"2BHK Flat Rent in Ekantakuna, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-488/,27000,"Ekantakuna, Lalitpur-13, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 40000, Nepal",2,2,flat,5 days ago,NPB-Rent-Synthetic,False,5,Lalitpur,Lalitpur,2,flat,0,0,0,0
"3BHK Commercial Rent in Dhungedhara, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-489/,27500,"Dhungedhara, Kathmandu-16, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 20356, Nepal",3,2,commercial,47 days ago,NPB-Rent-Synthetic,True,47,Kathmandu,Kathmandu,3,commercial,1,0,0,0
"4BHK Flat Rent in Purano Thimi- Naya Thimi, Inaya Tole, Bhaktapur",https://nepalpropertybazaar.com/property/synthetic-490/,54000,"Purano Thimi- Naya Thimi, Inaya Tole, Madhyapur Thimi-05, Inaya Tole, Madhyapur Thimi Municipality, Bhaktapur, Bagamati Province, 44811, Nepal",4,2,flat,41 days ago,NPB-Rent-Synthetic,False,41,Bhaktapur,Inaya Tole,4,flat,1,0,0,0
"1BHK Flat Rent in Satdobato, Tutepani, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-491/,26500,"Satdobato, Tutepani, Lalitpur-15, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 44702, Nepal",1,1,flat,12 days ago,NPB-Rent-Synthetic,True,12,Lalitpur,Tutepani,1,flat,0,0,0,0
"2BHK Flat Rent in Jhamsikhel, Dhobighat, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-492/,31500,"Jhamsikhel, Dhobighat, Lalitpur-03, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagmati Province, 44690, Nepal",2,1,flat,22 days ago,NPB-Rent-Synthetic,True,22,Lalitpur,Dhobighat,2,flat,0,0,0,0
"2BHK Flat Rent in Sankhamul Marg, Shankhamul Chok, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-493/,20500,"Sankhamul Marg, Shankhamul Chok, Buddhnagar, Kathmandu-10, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 44617, Nepal",2,2,flat,6 days ago,NPB-Rent-Synthetic,False,6,Kathmandu,Shankhamul Chok,2,flat,0,0,1,0
"4BHK Flat Rent in Buddhanilkantha Bus Stop, Golfutar Main Road, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-494/,51500,"Buddhanilkantha Bus Stop, Golfutar Main Road, Budhanilkantha-03, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagamati Province, 22644, Nepal",4,2,flat,10 days ago,NPB-Rent-Synthetic,False,10,Kathmandu,Golfutar Main Road,4,flat,1,0,0,0
"2BHK Flat Rent in Basantapur Durbar Square, Makkhan Tol, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-495/,34500,"Basantapur Durbar Square, Makkhan Tol, Yetkha, Kathmandu-24, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, Nepal",2,2,flat,58 days ago,NPB-Rent-Synthetic,False,58,Kathmandu,Makkhan Tol,2,flat,1,0,0,0
"2BHK Flat Rent in Patan, Lalitpur, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-496/,36500,"Patan, Lalitpur-16, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagamati Province, 44707, Nepal",2,1,flat,49 days ago,NPB-Rent-Synthetic,False,49,Lalitpur,Lalitpur,2,flat,0,0,0,1
"2BHK Commercial Rent in Jhamsikhel, Dhobighat, Lalitpur",https://nepalpropertybazaar.com/property/synthetic-497/,72500,"Jhamsikhel, Dhobighat, Lalitpur-03, Lalitpur, Lalitpur Metropolitan City, Lalitpur, Bagmati Province, 44690, Nepal",2,2,commercial,52 days ago,NPB-Rent-Synthetic,False,52,Lalitpur,Dhobighat,2,commercial,0,0,0,0
"1BHK Flat Rent in Dhungedhara, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-498/,24500,"Dhungedhara, Kathmandu-16, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 20356, Nepal",1,2,flat,54 days ago,NPB-Rent-Synthetic,True,54,Kathmandu,Kathmandu,1,flat,0,0,0,0
"2BHK Flat Rent in Banasthali, Kathmandu, Kathmandu",https://nepalpropertybazaar.com/property/synthetic-499/,20000,"Banasthali, Kathmandu-16, Kathmandu Metropolitan City, Kathmandu, Bagamati Province, 20356, Nepal",2,1,flat,Today,NPB-Rent-Synthetic,True,0,Kathmandu,Kathmandu,2,flat,1,0,0,0
